#,Date Time,Temp C ,RH % ,CO2_1 ppm,CO2_2 ppm
409,04/18/10 12:36:00  AM,20.269,36.159,452.4,453.6
410,04/18/10 12:38:00  AM,20.269,36.191,454.2,453.6
411,04/18/10 12:40:00  AM,20.269,36.224,452.4,454.2
412,04/18/10 12:42:00  AM,20.246,36.255,450.5,454.2
413,04/18/10 12:44:00  AM,20.246,36.189,453.6,454.8
414,04/18/10 12:46:00  AM,20.246,36.124,452.4,454.8
415,04/18/10 12:48:00  AM,20.222,35.892,455.4,455.4
416,04/18/10 12:50:00  AM,20.198,35.725,448.7,456
417,04/18/10 12:52:00  AM,20.198,35.659,446.9,456
418,04/18/10 12:54:00  AM,20.174,35.657,443.8,456
419,04/18/10 12:56:00  AM,20.174,35.592,443.8,455.4
420,04/18/10 12:58:00  AM,20.174,35.657,444.4,456
421,04/18/10 01:00:00  AM,20.174,35.723,445.7,456
422,04/18/10 01:02:00  AM,20.15,35.786,439.6,456
